,CompanyName,CompanyNumber,RegAddress.CareOf,RegAddress.POBox,RegAddress.AddressLine1,RegAddress.AddressLine2,RegAddress.PostTown,RegAddress.County,RegAddress.Country,RegAddress.PostCode,CompanyCategory,CompanyStatus,CountryOfOrigin,DissolutionDate,IncorporationDate,Accounts.AccountRefDay,Accounts.AccountRefMonth,Accounts.NextDueDate,Accounts.LastMadeUpDate,Accounts.AccountCategory,Returns.NextDueDate,Returns.LastMadeUpDate,Mortgages.NumMortCharges,Mortgages.NumMortOutstanding,Mortgages.NumMortPartSatisfied,Mortgages.NumMortSatisfied,SICCode.SicText_1,SICCode.SicText_2,SICCode.SicText_3,SICCode.SicText_4,LimitedPartnerships.NumGenPartners,LimitedPartnerships.NumLimPartners,URI,PreviousName_1.CONDATE,PreviousName_1.CompanyName,PreviousName_2.CONDATE,PreviousName_2.CompanyName,PreviousName_3.CONDATE,PreviousName_3.CompanyName,PreviousName_4.CONDATE,PreviousName_4.CompanyName,PreviousName_5.CONDATE,PreviousName_5.CompanyName,PreviousName_6.CONDATE,PreviousName_6.CompanyName,PreviousName_7.CONDATE,PreviousName_7.CompanyName,PreviousName_8.CONDATE,PreviousName_8.CompanyName,PreviousName_9.CONDATE,PreviousName_9.CompanyName,PreviousName_10.CONDATE,PreviousName_10.CompanyName,ConfStmtNextDueDate,ConfStmtLastMadeUpDate,CompanyNumberFromURI,record_found,ConfStmtIsfDue,non_null_count
54,Airlink Holidays Limited,06590854,,,176 Lavender Avenue,,Coventry,West Midlands,,CV6 1DL,Private Limited Company,Active,United Kingdom,,2024-06-01,31,5,2026-02-28,2024-05-31,TOTAL-EXEMPTION-FULL,2017-06-10,2016-05-13,0,0,0,0,79110 - Travel agency activities,,,,0,0,http://business.data.gov.uk/id//company/06590854,,,,,,,,,,,,,,,,,,,,,2025-05-27,2024-05-13,06590854,True,False,30
55,Airline Services Technics Limited,06721205,,,Squire Patton Boggs (Uk) Llp (Ref: Csu) Rutland House,148 Edmund Street,Birmingham,,England,B3 2JR,Private Limited Company,Dissolved,England,,2008-10-13,29,10,2024-07-29,2023-10-29,DORMANT,2016-09-05,2015-08-08,1,1,0,0,52230 - Service activities incidental to air transportation,,,,0,0,http://business.data.gov.uk/id//company/06721205,,,,,,,,,,,,,,,,,,,,,2024-08-22,2024-08-08,06721205,True,False,31
56,Bullen Lewis & Partners Limited,06778481,,,"Units 17-20 Glacier Buildings, Harrington Road",Brunswick Business Park,Liverpool,Merseyside,England,L3 4BH,Private Limited Company,Active,England,,2024-04-01,31,3,2025-12-31,2024-03-31,SMALL,2017-02-16,2016-01-19,0,0,0,0,82990 - Other business support service activities n.e.c.,,,,0,0,http://business.data.gov.uk/id//company/06778481,,,,,,,,,,,,,,,,,,,,,2026-01-14,2024-12-31,06778481,True,False,32
57,Arkworks Builders Limited,06783318,,,134 Princes Avenue,,Watford,Hertfordshire,,WD18 7SJ,Private Limited Company,Active,United Kingdom,,2024-01-01,31,12,2025-09-30,2023-12-31,TOTAL-EXEMPTION-FULL,2017-04-24,2016-03-27,0,0,0,0,43390 - Other building completion and finishing,,,,0,0,http://business.data.gov.uk/id//company/06783318,,,,,,,,,,,,,,,,,,,,,2026-04-10,2025-03-27,06783318,True,False,30
58,Arktech (Ne) Limited,06959801,,,1 Lee Close,Pattinson North Ind Est,Washington,Tyne And Wear,,NE38 8QF,Private Limited Company,Active,United Kingdom,,2024-09-01,31,8,2026-05-31,2024-08-31,TOTAL-EXEMPTION-FULL,2016-08-08,2015-07-11,4,0,0,4,25990 - Manufacture of other fabricated metal products n.e.c.,27900 - Manufacture of other electrical equipment,33190 - Repair of other equipment,43210 - Electrical installation,0,0,http://business.data.gov.uk/id//company/06959801,,,,,,,,,,,,,,,,,,,,,2025-06-24,2024-06-10,06959801,True,False,34
59,Bullen Trading Co Ltd,07072244,,,"Unit A, Viaduct Works, Crumlin Road",Crumlin,Newport,,Wales,NP11 3PL,Private Limited Company,Active,Wales,,2023-12-01,30,11,2025-08-31,2023-11-30,MICRO-ENTITY,2016-12-09,2015-11-11,0,0,0,0,"47530 - Retail sale of carpets, rugs, wall and floor coverings in specialised stores",,,,0,0,http://business.data.gov.uk/id//company/07072244,,,,,,,,,,,,,,,,,,,,,2025-11-25,2024-11-11,07072244,True,False,31
60,Bulle & Baer Ltd,07245964,,,The 606 Centre,5a Cuthbert Street,London,,,W2 1XT,Private Limited Company,Active,United Kingdom,,2024-06-01,31,5,2026-02-28,2024-05-31,DORMANT,2017-06-03,2016-05-06,0,0,0,0,82990 - Other business support service activities n.e.c.,,,,0,0,http://business.data.gov.uk/id//company/07245964,,,,,,,,,,,,,,,,,,,,,2025-05-20,2024-05-06,07245964,True,False,30
61,Bullen & Co Limited,07256790,GW COX & CO,,1st Floor 143 Connaught Avenue,143 CONNAUGHT AVENUE,Frinton On Sea,Essex,,CO13 9AB,Private Limited Company,Active,United Kingdom,,2024-06-01,31,5,2026-02-28,2024-05-31,TOTAL-EXEMPTION-FULL,2017-06-15,2016-05-18,0,0,0,0,56302 - Public houses and bars,,,,0,0,http://business.data.gov.uk/id//company/07256790,,,,,,,,,,,,,,,,,,,,,2025-11-19,2024-11-05,07256790,True,False,32
62,Arkwood Projects Ltd,07380781,SINCLAIR,,300 St. Marys Road,Garston,Liverpool,,,L19 0NQ,Private Limited Company,Active,United Kingdom,,2023-10-01,30,9,2025-06-30,2023-09-30,DORMANT,2016-10-18,2015-09-20,0,0,0,0,99999 - Dormant Company,,,,0,0,http://business.data.gov.uk/id//company/07380781,,,,,,,,,,,,,,,,,,,,,2025-10-04,2024-09-20,07380781,True,False,31
63,Bulldog Security Limited,07407395,,,C/O Insolvency One Albion Mills Business Centre,Greengates,Bradford,,,BD10 9TQ,Private Limited Company,Liquidation,United Kingdom,,2022-11-01,31,10,2024-07-31,2022-10-31,UNAUDITED-ABRIDGED,2016-11-11,2015-10-14,2,2,0,0,80100 - Private security activities,80200 - Security systems service activities,,,0,0,http://business.data.gov.uk/id//company/07407395,2011-01-19,EVOLUTIONISED SALES LIMITED,,,,,,,,,,,,,,,,,,,2024-06-29,2023-06-15,07407395,True,False,33
64,Arktech Consultancy Limited,07434608,,,Jsa Services Ltd 4th Floor Radius House,51 Clarendon Road,Watford,Hertfordshire,England,WD17 1HP,Private Limited Company,Active,England,,2023-12-01,30,11,2025-08-31,2023-11-30,MICRO-ENTITY,2016-12-07,2015-11-09,0,0,0,0,62012 - Business and domestic software development,,,,0,0,http://business.data.gov.uk/id//company/07434608,,,,,,,,,,,,,,,,,,,,,2026-03-06,2025-02-20,07434608,True,False,32
65,Bulldog Properties (Kent) Limited,07545206,,,153 Mortimer Street,,Herne Bay,Kent,England,CT6 5HA,Private Limited Company,Active,England,,2024-03-01,29,2,2025-11-30,2024-02-29,TOTAL-EXEMPTION-FULL,2017-03-28,2016-02-28,2,2,0,0,68209 - other letting and operating of own or leased real estate,,,,0,0,http://business.data.gov.uk/id//company/07545206,,,,,,,,,,,,,,,,,,,,,2026-03-08,2025-02-22,07545206,True,False,31
66,Airline Training Academy Uk Ltd,07558429,,,Suite 1 19 Aviation Way,Southend Airport,Southend On Sea,Essex,United Kingdom,SS2 6UN,Private Limited Company,Active,United Kingdom,,2024-04-01,31,3,2025-12-31,2024-03-31,MICRO-ENTITY,2017-04-06,2016-03-09,0,0,0,0,82990 - Other business support service activities n.e.c.,,,,0,0,http://business.data.gov.uk/id//company/07558429,,,,,,,,,,,,,,,,,,,,,2026-03-23,2025-03-09,07558429,True,False,32
67,Bullen Fabrication Ltd,07590951,,,07590951 - COMPANIES HOUSE DEFAULT ADDRESS,FESTIVAL DRIVE,Cardiff,Leicestershire,,CF14 8LH,Private Limited Company,Active,United Kingdom,,2021-04-01,31,3,2022-12-31,2021-03-31,MICRO-ENTITY,2017-05-03,2016-04-05,1,1,0,0,25110 - Manufacture of metal structures and parts of structures,,,,0,0,http://business.data.gov.uk/id//company/07590951,,,,,,,,,,,,,,,,,,,,,2022-06-27,2021-06-13,07590951,True,False,31
68,Airline Services And Components Group Limited,07652548,,,Squire Patton Boggs (Uk) Llp (Ref: Csu) Rutland House,148 Edmund Street,Birmingham,,England,B3 2JR,Private Limited Company,Active,England,,2023-10-30,29,10,2025-07-29,2023-10-29,TOTAL-EXEMPTION-FULL,2017-06-28,2016-05-31,5,4,0,1,52230 - Service activities incidental to air transportation,,,,0,0,http://business.data.gov.uk/id//company/07652548,2013-04-04,HAMSARD 3255 LIMITED,,,,,,,,,,,,,,,,,,,2025-06-14,2024-05-31,07652548,True,False,33
69,Bullen & Co Accountants Limited,08045902,,,16 Bedford Avenue,Frimley Green,Camberley,Surrey,,GU16 6HP,Private Limited Company,Active,United Kingdom,,2024-04-01,31,3,2025-12-31,2024-03-31,MICRO-ENTITY,2017-05-23,2016-04-25,0,0,0,0,69201 - Accounting and auditing activities,,,,0,0,http://business.data.gov.uk/id//company/08045902,,,,,,,,,,,,,,,,,,,,,2026-05-09,2025-04-25,08045902,True,False,31
70,Bulldog Power Ltd,08186306,,,Sun House,428 Long Drive,Greenford,,England,UB6 8UH,Private Limited Company,Active,England,,2024-01-01,31,12,2025-09-30,2023-12-31,SMALL,2016-09-18,2015-08-21,0,0,0,0,"46170 - agents involved in the sale of food, beverages and tobacco","46342 - wholesale of wine, beer, spirits and other alcoholic beverages","46390 - non-specialised wholesale of food, beverages and tobacco",,0,0,http://business.data.gov.uk/id//company/08186306,2017-08-09,BULLDOG ENERGY DRINK LTD,,,,,,,,,,,,,,,,,,,2025-06-21,2024-06-07,08186306,True,False,35
71,Airline Travel Hub Limited,08274114,,,Westminster House,10 Westminster Road,Macclesfield,Cheshire,England,SK10 1BX,Private Limited Company,Active,England,,2024-11-01,31,10,2026-07-31,2024-10-31,TOTAL-EXEMPTION-FULL,2016-11-27,2015-10-30,0,0,0,0,82990 - Other business support service activities n.e.c.,,,,0,0,http://business.data.gov.uk/id//company/08274114,,,,,,,,,,,,,,,,,,,,,2025-11-13,2024-10-30,08274114,True,False,32
72,Arkwood Ltd,08294137,,,The Studio 7,Mehetabel Road,London,,,E9 6DU,Private Limited Company,Active,United Kingdom,,2024-04-01,31,3,2025-12-31,2024-03-31,MICRO-ENTITY,2016-12-13,2015-11-15,0,0,0,0,70221 - Financial management,71111 - Architectural activities,,,0,0,http://business.data.gov.uk/id//company/08294137,,,,,,,,,,,,,,,,,,,,,2025-11-29,2024-11-15,08294137,True,False,31
73,Airline Travels Limited,08403564,,,128a High Street,,West Bromwich,,England,B70 6JW,Private Limited Company,Active,England,,2024-04-01,31,3,2025-12-31,2024-03-31,MICRO-ENTITY,2016-09-28,2015-08-31,0,0,0,0,79110 - Travel agency activities,,,,0,0,http://business.data.gov.uk/id//company/08403564,2017-10-26,AMANY S LIMITED,,,,,,,,,,,,,,,,,,,2025-09-14,2024-08-31,08403564,True,False,32
74,Airlynx Parking Limited,08458344,,,C/O Hjs Chartered Accountants 6 Charlecote Mews,Staple Gardens,Winchester,Hampshire,England,SO23 8SR,Private Limited Company,Active,England,,2023-07-01,31,12,2025-09-30,2023-06-30,TOTAL-EXEMPTION-FULL,2017-04-18,2016-03-21,1,0,0,1,70229 - Management consultancy activities other than financial management,,,,0,0,http://business.data.gov.uk/id//company/08458344,2015-01-15,ANTMAE SOLUTIONS LIMITED,,,,,,,,,,,,,,,,,,,2026-03-15,2025-03-01,08458344,True,False,34
75,Bulldog Mushrooms Ltd,08465312,,,C58-59 New Covent Garden Market,Nine Elms Lane,London,London,,SW8 5JJ,Private Limited Company,Active,United Kingdom,,2024-05-01,29,4,2026-01-29,2024-04-30,MICRO-ENTITY,2017-04-25,2016-03-28,0,0,0,0,46310 - Wholesale of fruit and vegetables,,,,0,0,http://business.data.gov.uk/id//company/08465312,,,,,,,,,,,,,,,,,,,,,2026-04-11,2025-03-28,08465312,True,False,31
76,Airlink Hotel & Banqueting Suite Ltd,08632949,,,18-22 Pump Lane,,Hayes,,England,UB3 3NB,Private Limited Company,Active,England,,2024-02-01,31,1,2025-10-31,2024-01-31,TOTAL-EXEMPTION-FULL,2016-08-29,2015-08-01,0,0,0,0,55100 - Hotels and similar accommodation,,,,0,0,http://business.data.gov.uk/id//company/08632949,,,,,,,,,,,,,,,,,,,,,2025-05-31,2024-05-17,08632949,True,False,30
77,Bulldog Solutions Ltd.,08637142,,,International House,Barking Road,London,,England,E13 9PJ,Private Limited Company,Liquidation,England,,2014-09-01,31,8,2016-05-31,2014-08-31,TOTAL-EXEMPTION-SMALL,2016-09-02,2015-08-05,0,0,0,0,62020 - Information technology consultancy activities,,,,0,0,http://business.data.gov.uk/id//company/08637142,,,,,,,,,,,,,,,,,,,,,2016-08-19,,08637142,True,True,30
78,Bulldog Skincare Holdings Limited,08850582,,,Sword House,Totteridge Road,High Wycombe,Buckinghamshire,England,HP13 6DG,Private Limited Company,Active,England,,2024-10-01,30,9,2026-06-30,2024-09-30,FULL,2017-02-14,2016-01-17,0,0,0,0,82990 - Other business support service activities n.e.c.,,,,0,0,http://business.data.gov.uk/id//company/08850582,2014-04-30,TLWT COMPANY LIMITED,,,,,,,,,,,,,,,,,,,2026-01-25,2025-01-11,08850582,True,False,34
79,Arkwright & Co Sw Limited,08861924,,,"C/O Cooper Parry, New Derwent House",69-73 Theobalds Road,London,Hampshire,England,WC1X 8TA,Private Limited Company,Active,England,,2023-09-01,31,8,2025-05-31,2023-08-31,TOTAL-EXEMPTION-FULL,2017-02-24,2016-01-27,0,0,0,0,68310 - Real estate agencies,,,,0,0,http://business.data.gov.uk/id//company/08861924,,,,,,,,,,,,,,,,,,,,,2026-02-10,2025-01-27,08861924,True,False,32
80,Arktech Consulting Ltd,08862931,,,10 Sutherland Road,,Manchester,,England,M16 0HX,Private Limited Company,Active,England,,2024-02-01,31,1,2025-10-31,2024-01-31,MICRO-ENTITY,2017-02-24,2016-01-27,0,0,0,0,"74909 - Other professional, scientific and technical activities n.e.c.",,,,0,0,http://business.data.gov.uk/id//company/08862931,,,,,,,,,,,,,,,,,,,,,2026-02-12,2025-01-29,08862931,True,False,30
81,Bulldog Technology Ltd,08876375,,,7 Bell Yard,,London,,England,WC2A 2JR,Private Limited Company,Active,England,,2024-04-01,31,3,2025-12-31,2024-03-31,MICRO-ENTITY,2017-03-04,2016-02-04,0,0,0,0,62090 - Other information technology service activities,,,,0,0,http://business.data.gov.uk/id//company/08876375,,,,,,,,,,,,,,,,,,,,,2026-02-04,2025-01-21,08876375,True,False,30
82,Bulldog Limited,09043007,,,Foresters Cottage,Stoney Heath,Basingstoke,Hampshire,,RG26 5SW,Private Limited Company,Active,United Kingdom,,2024-04-01,31,3,2025-12-31,2024-03-31,TOTAL-EXEMPTION-FULL,2017-06-13,2016-05-16,0,0,0,0,68209 - Other letting and operating of own or leased real estate,,,,0,0,http://business.data.gov.uk/id//company/09043007,,,,,,,,,,,,,,,,,,,,,2025-05-30,2024-05-16,09043007,True,False,31
83,Arkwheel Limited,09047428,,,3 Hetton Road,,Leeds,,,LS8 2RT,Private Limited Company,Active,United Kingdom,,2023-09-01,31,8,2025-05-31,2023-08-31,MICRO-ENTITY,2017-06-17,2016-05-20,0,0,0,0,74100 - specialised design activities,,,,0,0,http://business.data.gov.uk/id//company/09047428,,,,,,,,,,,,,,,,,,,,,2025-06-03,2024-05-20,09047428,True,False,29
84,Airmac Uk Ltd,09049162,,,2 Valmont Road,,Nottingham,,England,NG5 1GA,Private Limited Company,Active,England,,2024-06-01,31,5,2026-02-28,2024-05-31,MICRO-ENTITY,2017-06-18,2016-05-21,0,0,0,0,35140 - Trade of electricity,,,,0,0,http://business.data.gov.uk/id//company/09049162,,,,,,,,,,,,,,,,,,,,,2025-06-04,2024-05-21,09049162,True,False,30
85,Airlingua International Ltd,09084985,,,258b High Street,,Dorking,Surrey,England,RH4 1QT,Private Limited Company,Active,England,,2024-07-01,30,6,2026-03-31,2024-06-30,MICRO-ENTITY,2017-07-11,2016-06-13,0,0,0,0,85590 - Other education n.e.c.,,,,0,0,http://business.data.gov.uk/id//company/09084985,,,,,,,,,,,,,,,,,,,,,2025-06-27,2024-06-13,09084985,True,False,31
86,Bullens Audit Services Ltd,09104884,,,39 Chester Road,,Southport,,,PR9 7HD,Private Limited Company,Active,United Kingdom,,2024-07-01,30,6,2026-03-31,2024-06-30,MICRO-ENTITY,2017-07-24,2016-06-26,0,0,0,0,69201 - Accounting and auditing activities,,,,0,0,http://business.data.gov.uk/id//company/09104884,,,,,,,,,,,,,,,,,,,,,2025-07-10,2024-06-26,09104884,True,False,29
87,Bullen Brothers Limited,09527438,,,Lancaster House,87 Yarmouth Road,Norwich,Norfolk,England,NR7 0HF,Private Limited Company,Active,England,,2024-05-01,30,4,2026-01-31,2024-04-30,TOTAL-EXEMPTION-FULL,2017-05-05,2016-04-07,7,7,0,0,68209 - Other letting and operating of own or leased real estate,,,,0,0,http://business.data.gov.uk/id//company/09527438,,,,,,,,,,,,,,,,,,,,,2026-03-24,2025-03-10,09527438,True,False,32
88,Airlok Limited,09546280,,,Insolvency Direct Ltd Saxon Way,Saxon House,Cheltenham,,England,GL52 6QX,Private Limited Company,Liquidation,United Kingdom,,2023-05-01,30,4,2025-01-31,2023-04-30,TOTAL-EXEMPTION-FULL,2017-05-14,2016-04-16,1,1,0,0,43290 - Other construction installation,,,,0,0,http://business.data.gov.uk/id//company/09546280,,,,,,,,,,,,,,,,,,,,,2024-12-15,2023-12-01,09546280,True,False,31
89,Bullen Hall Limited,09595925,,,Honeycombe House,167-169 High Road,Loughton,Essex,England,IG10 4LF,Private Limited Company,Active,England,,2024-06-01,31,5,2026-02-28,2024-05-31,TOTAL-EXEMPTION-FULL,2017-06-15,2016-05-18,0,0,0,0,43999 - Other specialised construction activities n.e.c.,,,,0,0,http://business.data.gov.uk/id//company/09595925,,,,,,,,,,,,,,,,,,,,,2025-06-01,2024-05-18,09595925,True,False,32
90,Arkw Ltd,09727136,,,25 St Thomas Street,,Winchester,Hampshire,United Kingdom,SO23 9HJ,Private Limited Company,Active,United Kingdom,,2024-09-01,31,8,2026-05-31,2024-08-31,TOTAL-EXEMPTION-FULL,2016-09-08,,0,0,0,0,70229 - Management consultancy activities other than financial management,,,,0,0,http://business.data.gov.uk/id//company/09727136,,,,,,,,,,,,,,,,,,,,,2025-08-25,2024-08-11,09727136,True,False,30
91,Airmageddon Productions Ltd,09744790,,,183 Eversholt Street,Ground Floor South,London,,England,NW1 1BU,Private Limited Company,Active,England,,2024-07-01,30,6,2026-03-31,2024-06-30,DORMANT,2016-09-21,,1,0,0,1,59113 - Television programme production activities,,,,0,0,http://business.data.gov.uk/id//company/09744790,,,,,,,,,,,,,,,,,,,,,2025-09-06,2024-08-23,09744790,True,False,30
92,Bullen Group Limited,09903280,,,9-11 Drayton High Road,Drayton,Norwich,England,England,NR8 6AH,Private Limited Company,Active,England,,2024-01-01,31,12,2025-09-30,2023-12-31,DORMANT,2017-01-01,,0,0,0,0,74990 - Non-trading company,,,,0,0,http://business.data.gov.uk/id//company/09903280,2024-11-27,BULLEN GROUP LIMITED,2016-12-16,R G CARTER CONSTRUCTION GROUP LIMITED,2016-12-16,BULLEN GROUP LIMITED,,,,,,,,,,,,,,,2025-12-17,2024-12-03,09903280,True,False,37
93,Bullen Holdings Limited,09911779,,,The Lowlands,Drayton,Norwich,Norfolk,England,NR8 6HA,Private Limited Company,Active,England,,2024-01-01,31,12,2025-09-30,2023-12-31,DORMANT,2017-01-07,,0,0,0,0,74990 - Non-trading company,,,,0,0,http://business.data.gov.uk/id//company/09911779,2024-11-27,LOWLANDS GROUP LIMITED,2024-11-14,BULLEN HOLDINGS LIMITED,,,,,,,,,,,,,,,,,2025-12-23,2024-12-09,09911779,True,False,35
94,Airlive Limited,10000510,,,"1st Floor, 104 Oxford Street",OXFORD STREET,London,,England,W1D 1LP,Private Limited Company,Active,England,,2024-03-01,29,2,2025-11-30,2024-02-29,TOTAL-EXEMPTION-FULL,2017-03-11,,0,0,0,0,90010 - Performing arts,,,,0,0,http://business.data.gov.uk/id//company/10000510,,,,,,,,,,,,,,,,,,,,,2025-02-24,2024-02-10,10000510,True,False,30
95,Airmail  Limited,10062314,,,67 - 69 George Street,,London,,United Kingdom,W1U 8LT,Private Limited Company,Active,United Kingdom,,2024-04-01,31,3,2025-12-31,2024-03-31,FULL,2017-04-11,,3,2,0,1,56101 - Licensed restaurants,,,,0,0,http://business.data.gov.uk/id//company/10062314,2021-05-21,JKS WINE LIMITED,2019-09-27,CHOOZA RESTAURANTS LIMITED,,,,,,,,,,,,,,,,,2026-03-23,2025-03-09,10062314,True,False,33
96,Airmails Limited,10064414,,,4 Gold Tops,,Newport,,United Kingdom,NP20 4PG,Private Limited Company,Active,United Kingdom,,2024-04-01,31,3,2025-12-31,2024-03-31,TOTAL-EXEMPTION-FULL,2017-04-12,,0,0,0,0,"47990 - Other retail sale not in stores, stalls or markets",68209 - Other letting and operating of own or leased real estate,,,0,0,http://business.data.gov.uk/id//company/10064414,,,,,,,,,,,,,,,,,,,,,2026-03-28,2025-03-14,10064414,True,False,30
97,Airlinen Ltd,10141677,,,"Videk House, Building 2",Kingsbury Road,London,,England,NW9 8RW,Private Limited Company,Active,England,,2024-04-01,31,3,2025-12-31,2024-03-31,TOTAL-EXEMPTION-FULL,2017-05-20,,0,0,0,0,47750 - Retail sale of cosmetic and toilet articles in specialised stores,81291 - Disinfecting and exterminating services,81299 - Other cleaning services,96010 - Washing and (dry-)cleaning of textile and fur products,0,0,http://business.data.gov.uk/id//company/10141677,,,,,,,,,,,,,,,,,,,,,2025-11-22,2024-11-08,10141677,True,False,33
98,Bulldog Recruitment Limited,10284636,,,"C/O Marshall Peters, Heskin Hall Farm",Wood Lane,Heskin,Chorley,,PR7 5PA,Private Limited Company,Liquidation,United Kingdom,,2022-08-01,31,7,2024-04-30,2022-07-31,TOTAL-EXEMPTION-FULL,2017-08-15,,2,1,0,1,78200 - Temporary employment agency activities,,,,0,0,http://business.data.gov.uk/id//company/10284636,,,,,,,,,,,,,,,,,,,,,2023-06-07,2022-05-24,10284636,True,False,30
99,Airlineprep Limited,10399598,,,95 Ditchling Road,,Brighton,East Sussex,United Kingdom,BN1 4ST,Private Limited Company,Active,United Kingdom,,2024-04-01,31,3,2025-12-31,2024-03-31,TOTAL-EXEMPTION-FULL,2017-10-26,,0,0,0,0,52230 - Service activities incidental to air transportation,,,,0,0,http://business.data.gov.uk/id//company/10399598,,,,,,,,,,,,,,,,,,,,,2026-03-07,2025-02-21,10399598,True,False,30
100,Bullen-Brown Limited,10458091,,,127a Cavendish Road,,Cambridge,,England,CB1 3AE,Private Limited Company,Active,England,,2024-04-01,31,3,2025-12-31,2024-03-31,TOTAL-EXEMPTION-FULL,2017-11-30,,1,1,0,0,86900 - Other human health activities,,,,0,0,http://business.data.gov.uk/id//company/10458091,,,,,,,,,,,,,,,,,,,,,2025-07-14,2024-06-30,10458091,True,False,29
101,Bulldog Reporting Limited,10526596,,,11 Tetley Drive,,Birkenshaw,West Yorkshire,England,BD19 2NB,Private Limited Company,Active,England,,2024-01-01,29,12,2025-09-29,2023-12-31,MICRO-ENTITY,2018-01-12,,0,0,0,0,70229 - Management consultancy activities other than financial management,,,,0,0,http://business.data.gov.uk/id//company/10526596,,,,,,,,,,,,,,,,,,,,,2026-02-14,2025-01-31,10526596,True,False,30
102,Bulldog Vapours Nw Ltd,10621954,,,284 Park Road,,Liverpool,,England,L8 4UE,Private Limited Company,Active,England,,2022-02-24,23,2,2023-11-23,2022-02-23,MICRO-ENTITY,2018-03-15,,0,0,0,0,47260 - Retail sale of tobacco products in specialised stores,,,,0,0,http://business.data.gov.uk/id//company/10621954,,,,,,,,,,,,,,,,,,,,,2024-04-21,2023-04-07,10621954,True,False,29
103,Bullen Estates Uk Limited,10758129,,,56 St. Williams Way,,Norwich,,England,NR7 0AP,Private Limited Company,Active,England,,2024-04-01,31,3,2025-12-31,2024-03-31,MICRO-ENTITY,2018-06-05,,12,9,0,3,68209 - Other letting and operating of own or leased real estate,,,,0,0,http://business.data.gov.uk/id//company/10758129,,,,,,,,,,,,,,,,,,,,,2025-05-21,2024-05-07,10758129,True,False,29
104,Bulldog Self Storage Limited,10761396,,,Unit 13 Westside Industrial Estate,Jackson Street,St. Helens,Merseyside,England,WA9 3AT,Private Limited Company,Active,England,,2023-06-01,31,5,2025-05-31,2023-05-31,TOTAL-EXEMPTION-FULL,2018-06-06,,0,0,0,0,82990 - Other business support service activities n.e.c.,,,,0,0,http://business.data.gov.uk/id//company/10761396,,,,,,,,,,,,,,,,,,,,,2025-04-19,2024-04-05,10761396,True,False,31
105,Airload Waste Management Ltd,10775574,,,Airload Buildings,Orgreave Lane,Sheffield,,United Kingdom,S13 9NG,Private Limited Company,Active,United Kingdom,,2024-06-01,31,5,2026-02-28,2024-05-31,DORMANT,2018-06-14,,1,1,0,0,38110 - Collection of non-hazardous waste,38120 - Collection of hazardous waste,39000 - Remediation activities and other waste management services,81229 - Other building and industrial cleaning activities,0,0,http://business.data.gov.uk/id//company/10775574,,,,,,,,,,,,,,,,,,,,,2025-05-30,2024-05-16,10775574,True,False,33
106,Arkstone Solutions Ltd,10867117,,,20-22 Wenlock Road,,London,,England,N1 7GU,Private Limited Company,Active,England,,2017-07-14,31,7,2019-04-14,,NO ACCOUNTS FILED,2018-08-11,,0,0,0,0,82990 - Other business support service activities n.e.c.,,,,0,0,http://business.data.gov.uk/id//company/10867117,,,,,,,,,,,,,,,,,,,,,2019-07-27,2018-07-13,10867117,True,False,28
107,Bulldog Properties (Yorkshire) Ltd,10884907,,,Unit 121 Whitehall Road,Whitehall Industrial Estate,Leeds,,United Kingdom,LS12 5JB,Private Limited Company,Active,United Kingdom,,2024-08-01,31,7,2026-04-30,2024-07-31,TOTAL-EXEMPTION-FULL,2018-08-23,,16,10,0,6,68100 - buying and selling of own real estate,,,,0,0,http://business.data.gov.uk/id//company/10884907,,,,,,,,,,,,,,,,,,,,,2025-08-08,2024-07-25,10884907,True,False,30
108,Bulldog Tools (North America) Ltd,10895708,,,18 Watermark Way,Foxholes Business Park,Hertford,,England,SG13 7TZ,Private Limited Company,Active,England,,2024-09-01,31,8,2026-05-31,2024-08-31,DORMANT,2018-08-30,,0,0,0,0,"46740 - Wholesale of hardware, plumbing and heating equipment and supplies",,,,0,0,http://business.data.gov.uk/id//company/10895708,,,,,,,,,,,,,,,,,,,,,2026-03-09,2025-02-23,10895708,True,False,30
109,Airlines Market Limited,10899619,,,11 Thomas George Way,,Birmingham,,United Kingdom,B19 2NE,Private Limited Company,Active,United Kingdom,,2023-09-01,31,8,2025-05-31,2023-08-31,MICRO-ENTITY,2018-09-01,,0,0,0,0,63120 - Web portals,79110 - Travel agency activities,,,0,0,http://business.data.gov.uk/id//company/10899619,,,,,,,,,,,,,,,,,,,,,2025-08-17,2024-08-03,10899619,True,False,30
110,Arksurveys Ltd,10972958,,,Llwyn Derw,Angel Bank,Ludlow,,United Kingdom,SY8 3HY,Private Limited Company,Active,United Kingdom,,2023-10-01,30,9,2025-06-30,2023-09-30,MICRO-ENTITY,2018-10-18,,0,0,0,0,72190 - Other research and experimental development on natural sciences and engineering,72200 - Research and experimental development on social sciences and humanities,,,0,0,http://business.data.gov.uk/id//company/10972958,,,,,,,,,,,,,,,,,,,,,2025-09-04,2024-08-21,10972958,True,False,31
